ID;PERIODO_MARCACION;ACEPTACION
704;202501;0
706;202501;0
707;202501;0
708;202501;0
709;202501;0
710;202501;0
711;202501;0
712;202501;0
713;202501;0
715;202501;0
716;202501;0
717;202501;0
718;202501;0
719;202501;0
720;202501;0
721;202501;0
722;202501;0
724;202501;0
725;202501;0
726;202501;0
728;202501;0
730;202501;0
731;202501;0
732;202501;0
733;202501;0
734;202501;0
735;202501;0
736;202501;0
737;202501;0
738;202501;0
740;202501;0
741;202501;0
743;202501;0
744;202501;0
745;202501;0
747;202501;0
749;202501;0
750;202501;0
751;202501;0
753;202501;0
754;202501;0
755;202501;0
756;202501;0
757;202501;0
758;202501;0
761;202501;0
762;202501;0
763;202501;0
764;202501;0
765;202501;0
766;202501;0
767;202501;0
768;202501;0
769;202501;0
772;202501;0
774;202501;0
775;202501;0
776;202501;0
777;202501;0
778;202501;0
780;202501;0
781;202501;0
782;202501;0
783;202501;0
784;202501;0
785;202501;0
786;202501;0
787;202501;0
788;202501;0
789;202501;0
790;202501;0
792;202501;0
793;202501;0
794;202501;0
795;202501;0
796;202501;0
797;202501;0
798;202501;0
801;202501;0
803;202501;0
804;202501;0
805;202501;0
808;202501;0
809;202501;0
810;202501;0
811;202501;0
813;202501;0
815;202501;0
817;202501;0
818;202501;0
819;202501;0
820;202501;0
822;202501;0
823;202501;0
826;202501;0
827;202501;0
830;202501;0
833;202501;1
835;202501;0
836;202501;0
837;202501;0
840;202501;0
841;202501;0
842;202501;0
844;202501;0
846;202501;0
847;202501;0
852;202501;0
854;202501;0
856;202501;0
858;202501;0
859;202501;0
860;202501;0
862;202501;0
864;202501;0
865;202501;0
866;202501;0
869;202501;0
870;202501;0
871;202501;1
872;202501;0
873;202501;0
876;202501;0
877;202501;1
878;202501;0
879;202501;0
881;202501;0
882;202501;0
883;202501;0
885;202501;0
886;202501;0
890;202501;0
891;202501;0
892;202501;0
893;202501;0
895;202501;0
896;202501;0
897;202501;0
898;202501;0
899;202501;0
900;202501;0
902;202501;0
903;202501;0
904;202501;0
905;202501;0
906;202501;0
909;202501;0
912;202501;0
913;202501;0
914;202501;0
917;202501;0
918;202501;0
919;202501;0
920;202501;0
921;202501;0
922;202501;0
923;202501;0
924;202501;0
925;202501;0
926;202501;0
927;202501;0
928;202501;0
929;202501;0
930;202501;0
931;202501;0
933;202501;0
934;202501;0
935;202501;0
936;202501;0
937;202501;0
938;202501;0
940;202501;0
941;202501;0
942;202501;0
943;202501;0
944;202501;0
945;202501;0
947;202501;0
948;202501;0
949;202501;0
950;202501;0
951;202501;0
953;202501;0
954;202501;0
955;202501;0
956;202501;0
960;202501;0
961;202501;0
962;202501;0
963;202501;0
965;202501;0
966;202501;0
967;202501;0
968;202501;0
969;202501;0
970;202501;0
971;202501;0
973;202501;0
974;202501;0
975;202501;0
976;202501;0
978;202501;0
979;202501;0
980;202501;0
981;202501;0
982;202501;0
983;202501;0
986;202501;0
987;202501;0
988;202501;0
989;202501;0
990;202501;0
991;202501;0
992;202501;0
993;202501;0
994;202501;0
995;202501;0
996;202501;0
997;202501;0
998;202501;0
999;202501;0
1000;202501;0
1002;202501;0
1005;202501;0
1008;202501;0
1011;202501;0
1012;202501;0
1013;202501;0
1014;202501;0
1015;202501;0
1017;202501;0
1019;202501;0
1021;202501;0
1022;202501;0
1023;202501;0
1025;202501;0
1026;202501;0
1030;202501;0
1031;202501;0
1032;202501;0
1033;202501;0
1034;202501;0
1035;202501;0
1037;202501;0
1038;202501;0
1039;202501;0
1040;202501;0
1041;202501;0
1042;202501;0
1043;202501;0
1044;202501;0
1045;202501;0
1046;202501;0
1047;202501;0
1048;202501;0
1049;202501;0
1050;202501;0
1051;202501;0
1054;202501;0
1057;202501;0
1058;202501;0
1059;202501;0
1061;202501;0
1062;202501;0
1063;202501;0
1065;202501;0
1066;202501;0
1067;202501;0
1068;202501;0
1069;202501;0
1070;202501;0
1071;202501;0
1072;202501;0
1073;202501;0
1074;202501;0
1075;202501;0
1076;202501;0
1077;202501;0
1078;202501;0
1079;202501;1
1080;202501;0
1081;202501;0
1083;202501;0
1084;202501;0
1085;202501;0
1086;202501;0
1087;202501;0
1088;202501;0
1089;202501;0
1090;202501;0
1091;202501;0
1094;202501;0
1095;202501;0
1096;202501;0
1097;202501;0
1098;202501;0
1099;202501;0
1100;202501;0
1101;202501;0
1103;202501;0
1105;202501;0
1106;202501;0
1107;202501;0
1108;202501;0
1109;202501;0
1110;202501;0
1111;202501;0
1114;202501;0
1115;202501;1
1116;202501;0
1117;202501;0
1118;202501;0
1119;202501;0
1120;202501;0
1125;202501;0
1128;202501;0
1131;202501;0
1132;202501;0
1133;202501;0
1134;202501;0
1136;202501;0
1137;202501;0
1138;202501;0
1139;202501;0
1141;202501;0
1142;202501;0
1143;202501;0
1146;202501;0
1147;202501;0
1148;202501;0
1150;202501;0
1152;202501;0
1153;202501;0
1154;202501;0
1157;202501;0
1161;202501;0
1162;202501;0
1163;202501;0
1164;202501;0
1165;202501;0
1166;202501;0
1167;202501;1
1169;202501;0
1170;202501;0
1171;202501;0
1172;202501;0
1173;202501;0
1174;202501;0
1175;202501;0
1177;202501;0
1178;202501;0
1179;202501;0
1180;202501;0
1181;202501;0
1182;202501;0
1183;202501;0
1184;202501;0
1185;202501;0
1186;202501;0
1187;202501;0
1188;202501;0
1189;202501;0
1191;202501;0
1192;202501;0
1195;202501;0
1197;202501;0
1199;202501;0
1200;202501;0
1201;202501;0
1202;202501;0
1203;202501;0
1204;202501;0
1205;202501;0
1208;202501;0
1209;202501;0
1210;202501;0
1211;202501;0
1212;202501;0
1213;202501;0
1214;202501;0
1216;202501;0
1217;202501;0
1219;202501;0
1221;202501;0
1223;202501;0
1224;202501;0
1226;202501;0
1227;202501;0
1228;202501;0
1230;202501;0
1232;202501;0
1234;202501;1
1236;202501;0
1237;202501;0
1238;202501;0
1239;202501;0
1242;202501;0
1243;202501;0
1245;202501;0
1246;202501;0
1248;202501;0
1249;202501;0
1250;202501;0
1251;202501;0
1252;202501;0
1253;202501;0
1254;202501;0
1255;202501;0
1257;202501;1
1258;202501;0
1261;202501;0
1262;202501;0
1263;202501;0
1264;202501;0
1265;202501;0
1267;202501;0
1268;202501;0
1269;202501;0
1270;202501;0
1271;202501;0
1272;202501;0
1274;202501;0
1279;202501;0
1282;202501;0
1283;202501;0
1284;202501;0
1286;202501;0
1288;202501;0
1289;202501;0
1292;202501;0
1293;202501;0
1294;202501;0
1296;202501;0
1299;202501;0
1300;202501;0
1301;202501;0
1303;202501;0
1305;202501;0
1306;202501;0
1307;202501;0
1308;202501;0
1309;202501;0
1310;202501;0
1313;202501;0
1315;202501;0
1318;202501;0
1319;202501;0
1320;202501;1
1321;202501;0
1323;202501;0
1326;202501;0
1328;202501;0
1329;202501;0
1330;202501;0
1331;202501;0
1333;202501;0
1334;202501;0
1336;202501;0
1337;202501;0
1339;202501;0
1340;202501;0
1341;202501;0
1342;202501;0
1343;202501;0
1344;202501;0
1345;202501;0
1346;202501;0
1347;202501;0
1348;202501;0
1349;202501;1
1351;202501;0
1352;202501;0
1353;202501;0
1355;202501;0
1357;202501;0
1358;202501;0
1361;202501;0
1362;202501;0
1363;202501;0
1364;202501;0
1365;202501;0
1366;202501;0
1368;202501;0
1370;202501;0
1371;202501;0
1372;202501;0
1374;202501;0
1375;202501;0
1376;202501;0
1377;202501;0
1378;202501;0
1380;202501;0
1381;202501;0
1382;202501;0
1383;202501;0
1384;202501;0
1385;202501;0
1386;202501;0
1387;202501;0
1388;202501;0
1389;202501;0
1390;202501;0
1391;202501;0
1392;202501;0
1393;202501;0
1395;202501;0
1396;202501;0
1397;202501;1
1399;202501;0
1400;202501;0
1401;202501;0
1402;202501;0
1403;202501;0
1405;202501;0
1406;202501;0
1407;202501;0
1408;202501;0
1409;202501;0
1410;202501;0
1411;202501;0
1413;202501;0
1414;202501;0
1415;202501;0
1416;202501;0
1417;202501;0
1418;202501;0
1419;202501;0
1421;202501;0
1422;202501;0
1423;202501;0
1424;202501;0
1425;202501;0
1426;202501;0
1427;202501;0
1428;202501;0
1429;202501;0
1430;202501;0
1432;202501;0
1433;202501;0
1435;202501;0
1436;202501;0
1437;202501;0
1441;202501;0
1449;202501;0
1450;202501;0
1451;202501;0
1454;202501;0
1455;202501;0
1456;202501;0
1457;202501;0
1459;202501;0
1460;202501;0
1461;202501;0
1464;202501;0
1465;202501;0
1466;202501;0
1468;202501;0
1469;202501;0
1470;202501;0
1471;202501;0
1472;202501;0
1473;202501;0
1474;202501;0
1475;202501;0
1476;202501;0
1477;202501;0
1478;202501;0
1479;202501;0
1480;202501;0
1481;202501;0
1483;202501;0
1487;202501;0
1488;202501;0
1489;202501;0
1491;202501;0
1492;202501;0
1494;202501;0
1496;202501;0
1499;202501;0
1500;202501;0
1501;202501;0
1502;202501;1
1503;202501;0
1504;202501;0
1505;202501;0
1506;202501;0
1507;202501;0
1508;202501;0
1512;202501;0
1513;202501;0
1514;202501;0
1515;202501;0
1516;202501;0
1517;202501;0
1518;202501;0
1519;202501;0
1521;202501;0
1522;202501;0
1524;202501;0
1526;202501;0
1527;202501;0
1529;202501;0
1530;202501;0
1533;202501;0
1534;202501;0
1536;202501;0
1539;202501;0
1540;202501;0
1542;202501;0
1543;202501;0
1544;202501;0
1545;202501;0
1546;202501;0
1547;202501;0
1548;202501;0
1549;202501;0
1551;202501;0
1552;202501;0
1553;202501;0
1554;202501;0
1557;202501;0
1558;202501;0
1559;202501;0
1560;202501;0
1562;202501;0
1563;202501;0
1564;202501;0
1565;202501;0
1566;202501;0
1567;202501;0
1571;202501;0
1573;202501;0
1574;202501;0
1575;202501;0
1576;202501;0
1577;202501;0
1578;202501;0
1580;202501;0
1581;202501;0
1582;202501;0
1583;202501;0
1584;202501;0
1585;202501;0
1587;202501;0
1588;202501;0
1589;202501;0
1590;202501;0
1591;202501;0
1592;202501;0
1594;202501;0
1595;202501;0
1598;202501;0
1599;202501;0
1600;202501;0
1602;202501;0
1604;202501;0
1605;202501;0
1606;202501;0
1607;202501;0
1608;202501;0
1609;202501;1
1613;202501;0
1614;202501;1
1615;202501;0
1616;202501;0
1617;202501;0
1618;202501;0
1619;202501;0
1620;202501;0
1621;202501;0
1622;202501;0
1623;202501;0
1625;202501;0
1627;202501;0
1628;202501;0
1629;202501;0
1631;202501;0
1632;202501;0
1634;202501;0
1635;202501;0
1636;202501;0
1637;202501;1
1638;202501;0
1639;202501;0
1641;202501;0
1642;202501;0
1643;202501;0
1644;202501;0
1646;202501;0
1648;202501;0
1649;202501;0
1650;202501;0
1651;202501;0
1652;202501;0
1653;202501;0
1654;202501;0
1657;202501;0
1658;202501;0
1660;202501;0
1661;202501;0
1662;202501;0
1665;202501;0
1666;202501;0
1667;202501;0
1668;202501;0
1669;202501;0
1670;202501;0
1671;202501;0
1672;202501;0
1673;202501;0
1675;202501;0
1676;202501;0
1677;202501;0
1678;202501;0
1681;202501;0
1683;202501;0
1684;202501;0
1685;202501;0
1687;202501;0
1688;202501;0
1689;202501;0
1690;202501;0
1692;202501;1
1693;202501;0
1694;202501;0
1695;202501;0
1696;202501;0
1697;202501;0
1698;202501;0
1699;202501;0
1700;202501;0
1701;202501;0
1702;202501;0
1704;202501;0
1705;202501;0
1706;202501;0
1707;202501;0
1708;202501;0
1709;202501;0
1711;202501;0
1712;202501;0
1713;202501;0
1714;202501;0
1716;202501;0
1717;202501;0
1718;202501;0
1722;202501;0
1725;202501;0
1726;202501;1
1728;202501;0
1729;202501;0
1730;202501;0
1732;202501;0
1733;202501;0
1734;202501;0
1736;202501;0
1737;202501;0
1738;202501;0
1739;202501;0
1741;202501;0
1742;202501;0
1745;202501;0
1746;202501;0
1747;202501;0
1749;202501;0
1750;202501;0
1752;202501;0
1754;202501;0
1755;202501;0
1756;202501;0
1758;202501;0
1759;202501;0
1760;202501;0
1761;202501;0
1762;202501;0
1764;202501;1
1765;202501;0
1767;202501;0
1768;202501;0
1769;202501;0
1770;202501;0
1771;202501;0
1773;202501;0
1774;202501;0
1775;202501;0
1776;202501;0
1779;202501;0
1780;202501;0
1781;202501;0
1783;202501;0
1784;202501;0
1785;202501;0
1788;202501;0
1789;202501;0
1790;202501;0
1792;202501;1
1794;202501;0
1795;202501;0
1796;202501;0
1799;202501;0
1800;202501;0
1801;202501;0
1803;202501;0
1805;202501;0
1807;202501;0
1809;202501;0
1810;202501;1
1811;202501;0
1812;202501;0
1813;202501;0
1814;202501;0
1815;202501;0
1818;202501;0
1819;202501;0
1821;202501;0
1823;202501;0
1824;202501;0
1825;202501;0
1826;202501;0
1827;202501;0
1829;202501;0
1830;202501;0
1831;202501;0
1832;202501;0
1833;202501;0
1836;202501;0
1837;202501;0
1838;202501;0
1840;202501;0
1841;202501;0
1843;202501;0
1844;202501;0
1847;202501;0
1848;202501;0
1849;202501;0
1850;202501;0
1851;202501;0
1852;202501;0
1854;202501;0
1855;202501;0
1856;202501;0
1857;202501;0
1860;202501;0
1862;202501;0
1863;202501;0
1864;202501;0
1865;202501;0
1866;202501;0
1867;202501;0
1868;202501;0
1869;202501;0
1870;202501;0
1871;202501;0
1872;202501;0
1873;202501;0
1874;202501;0
1875;202501;0
1876;202501;0
1877;202501;0
1879;202501;0
1881;202501;0
1883;202501;0
1884;202501;0
1885;202501;0
1892;202501;0
1893;202501;0
1895;202501;0
1896;202501;0
1897;202501;0
1898;202501;0
1900;202501;0
1901;202501;0
1904;202501;0
1905;202501;0
1906;202501;0
1907;202501;0
1908;202501;0
1910;202501;0
1911;202501;0
1912;202501;0
1914;202501;0
1915;202501;0
1916;202501;0
1917;202501;0
1918;202501;0
1919;202501;0
1920;202501;0
1921;202501;0
1922;202501;0
1923;202501;0
1924;202501;0
1927;202501;0
1929;202501;0
1930;202501;0
1931;202501;0
1932;202501;0
1933;202501;0
1936;202501;0
1937;202501;0
1938;202501;0
1939;202501;0
1940;202501;0
1943;202501;0
1944;202501;0
1945;202501;0
1946;202501;0
1947;202501;0
1950;202501;0
1951;202501;0
1952;202501;0
1954;202501;0
1955;202501;0
1957;202501;0
1958;202501;0
1959;202501;0
1960;202501;0
1963;202501;0
1964;202501;0
1967;202501;0
1969;202501;0
1970;202501;0
1971;202501;0
1972;202501;0
1973;202501;0
1974;202501;0
1975;202501;0
1976;202501;0
1979;202501;0
1980;202501;0
1981;202501;0
1982;202501;0
1983;202501;0
1985;202501;0
1986;202501;0
1987;202501;0
1988;202501;0
1989;202501;0
1992;202501;0
1994;202501;0
1997;202501;0
1998;202501;0
1999;202501;0
2001;202501;0
2003;202501;1
2004;202501;0
2005;202501;0
2006;202501;0
2007;202501;0
2008;202501;0
2009;202501;0
2012;202501;0
2014;202501;0
2015;202501;0
2016;202501;0
2017;202501;0
2019;202501;0
2020;202501;0
2022;202501;0
2023;202501;0
2024;202501;0
2026;202501;0
2027;202501;0
2028;202501;0
2030;202501;0
2031;202501;0
2033;202501;0
2034;202501;0
2035;202501;0
2036;202501;0
2037;202501;0
2038;202501;0
2039;202501;0
2041;202501;0
2042;202501;0
2044;202501;0
2045;202501;0
2046;202501;0
2047;202501;0
2048;202501;0
2049;202501;0
2052;202501;0
2053;202501;0
2054;202501;0
2055;202501;0
2056;202501;0
2057;202501;0
2060;202501;0
2062;202501;0
2063;202501;0
2065;202501;1
2067;202501;0
2068;202501;0
2069;202501;0
2070;202501;0
2074;202501;0
2076;202501;0
2078;202501;0
2079;202501;0
2081;202501;0
2082;202501;0
2083;202501;0
2084;202501;0
2085;202501;0
2086;202501;0
2087;202501;0
2088;202501;0
2089;202501;0
2090;202501;0
2091;202501;0
2092;202501;0
2094;202501;0
2095;202501;0
2096;202501;0
2098;202501;0
2099;202501;0
2101;202501;0
2102;202501;0
2103;202501;0
2104;202501;0
2105;202501;1
2106;202501;0
2107;202501;0
2108;202501;0
2109;202501;0
2111;202501;0
2112;202501;0
2113;202501;0
2115;202501;0
2117;202501;0
2119;202501;0
2120;202501;0
2121;202501;0
2122;202501;0
2123;202501;0
2124;202501;0
2125;202501;0
2126;202501;0
2127;202501;0
2128;202501;0
2132;202501;0
2133;202501;0
2134;202501;0
2135;202501;0
2136;202501;0
2137;202501;0
2138;202501;0
2139;202501;0
2140;202501;0
2141;202501;0
2142;202501;0
2144;202501;0
2145;202501;0
2146;202501;0
2147;202501;0
2148;202501;0
2149;202501;0
2152;202501;0
2154;202501;0
2155;202501;0
2157;202501;0
2158;202501;0
2159;202501;0
2160;202501;0
2163;202501;0
2164;202501;0
2165;202501;0
2166;202501;0
2167;202501;0
2168;202501;0
2169;202501;0
2172;202501;0
2174;202501;0
2175;202501;0
2176;202501;0
2177;202501;0
2180;202501;0
2182;202501;0
2183;202501;0
2186;202501;0
2187;202501;0
2189;202501;0
2191;202501;0
2193;202501;0
2194;202501;0
2195;202501;0
2196;202501;0
2197;202501;0
2198;202501;0
2199;202501;0
2201;202501;0
2202;202501;0
2203;202501;0
2204;202501;0
2205;202501;0
2206;202501;0
2207;202501;0
2209;202501;0
2211;202501;0
2213;202501;0
2214;202501;0
2218;202501;0
2219;202501;0
2220;202501;0
2221;202501;0
2223;202501;0
2224;202501;0
2225;202501;0
2226;202501;0
2227;202501;0
2228;202501;0
2229;202501;0
2230;202501;0
2231;202501;0
2232;202501;0
2233;202501;0
2235;202501;0
2236;202501;0
2237;202501;0
2238;202501;0
2239;202501;0
2240;202501;0
2244;202501;0
2247;202501;0
2248;202501;0
2250;202501;0
2251;202501;0
2252;202501;0
2253;202501;0
2254;202501;0
2255;202501;0
2256;202501;0
2257;202501;0
2258;202501;1
2259;202501;0
2260;202501;0
2262;202501;0
2263;202501;0
2264;202501;0
2265;202501;0
2267;202501;0
2269;202501;0
2270;202501;0
2271;202501;0
2272;202501;0
2273;202501;0
2274;202501;0
2279;202501;0
2280;202501;0
2281;202501;0
2283;202501;0
2284;202501;0
2285;202501;0
2286;202501;0
2287;202501;0
2288;202501;0
2289;202501;0
2292;202501;0
2293;202501;0
2294;202501;0
2295;202501;0
2296;202501;0
2297;202501;0
2301;202501;0
2302;202501;0
2304;202501;0
2305;202501;0
2307;202501;0
2310;202501;0
2313;202501;0
2314;202501;0
2315;202501;0
2316;202501;1
2317;202501;1
2319;202501;0
2320;202501;0
2321;202501;0
2322;202501;0
2323;202501;0
2324;202501;0
2328;202501;0
2329;202501;0
2330;202501;0
2331;202501;1
2333;202501;0
2336;202501;0
2337;202501;0
2338;202501;0
2339;202501;0
2341;202501;0
2342;202501;0
2343;202501;0
2344;202501;0
2346;202501;0
2348;202501;0
2349;202501;0
2350;202501;0
2351;202501;0
2354;202501;0
2355;202501;0
2356;202501;0
2357;202501;0
2358;202501;0
2361;202501;0
2362;202501;0
2364;202501;0
2365;202501;0
2368;202501;0
2369;202501;0
2373;202501;0
2374;202501;0
2375;202501;0
2376;202501;0
2378;202501;0
2381;202501;0
2382;202501;0
2383;202501;0
2385;202501;0
2386;202501;0
2387;202501;0
2388;202501;0
2389;202501;0
2390;202501;0
2392;202501;0
2393;202501;0
2395;202501;0
2396;202501;0
2397;202501;0
2398;202501;0
2400;202501;0
2401;202501;0
2402;202501;0
2403;202501;0
2404;202501;0
2405;202501;0
2406;202501;0
2409;202501;0
2410;202501;0
2411;202501;0
2412;202501;0
2413;202501;0
2414;202501;0
2415;202501;0
2416;202501;0
2417;202501;0
2420;202501;0
2421;202501;0
2422;202501;1
2423;202501;0
2424;202501;0
2425;202501;1
2427;202501;0
2428;202501;0
2429;202501;0
2430;202501;0
2431;202501;0
2433;202501;0
2435;202501;0
2437;202501;0
2438;202501;0
2439;202501;0
2440;202501;0
2443;202501;0
2445;202501;1
2446;202501;0
2447;202501;0
2448;202501;0
2449;202501;0
2450;202501;1
2451;202501;0
2453;202501;0
2454;202501;0
2455;202501;0
2456;202501;0
2457;202501;0
2458;202501;0
2459;202501;0
2460;202501;0
2463;202501;0
2464;202501;0
2465;202501;0
2466;202501;0
2467;202501;0
2469;202501;0
2470;202501;0
2471;202501;0
2474;202501;1
2477;202501;0
2478;202501;0
2480;202501;0
2482;202501;0
2483;202501;0
2485;202501;0
2487;202501;0
2488;202501;0
2489;202501;0
2490;202501;0
2492;202501;0
2493;202501;0
2494;202501;0
2495;202501;0
2496;202501;0
2497;202501;0
2499;202501;0
2500;202501;0
2501;202501;0
2502;202501;0
2504;202501;0
2505;202501;0
2506;202501;0
2508;202501;0
2509;202501;0
2511;202501;0
2512;202501;0
2513;202501;0
2514;202501;0
2515;202501;0
2516;202501;0
2517;202501;0
2520;202501;0
2521;202501;0
2522;202501;0
2523;202501;0
2524;202501;0
2525;202501;0
2526;202501;0
2529;202501;0
2530;202501;0
2531;202501;0
2532;202501;0
2535;202501;0
2536;202501;0
2537;202501;0
2539;202501;0
2541;202501;0
2542;202501;0
2543;202501;0
